Date,Symbols,Close,High,Low,Open,Volume
2021-12-03,MRNA,306.72,318.7854,293.6,318.09,12700060
2021-12-03,AMZN,3389.79,3469.865,3338.6,3455.0,4035550
2021-12-02,AAPL.US,163.76,164.2,157.8,158.735,136739174
2021-12-02,GOOGL,2859.32,2877.29,2804.29,2825.0,1459742
2021-12-02,FB,310.39,314.6,307.2,311.4,24396169
2021-12-02,PFE,53.04,55.08,52.77,53.82,46361744
2021-12-02,BNTX,333.49,335.0,307.06,311.0,4120080
2021-12-02,MRNA,301.49,318.47,291.03,301.29,15409465
2021-12-02,AMZN,3437.36,3492.7,3423.75,3460.0,3236288
2021-12-01,AAPL.US,164.77,170.3,164.53,167.48,152423003
2021-12-01,GOOGL,2821.03,2919.005,2818.24,2880.0,1702762
2021-12-01,FB,310.6,330.5,310.29,330.29,30384083
2021-12-01,PFE,54.68,55.17,51.86,52.47,59849358
2021-12-01,BNTX,334.48,346.8,330.66,335.65,3712393
2021-12-01,MRNA,310.61,336.3599,310.57,330.0,21597146
2021-12-01,AMZN,3443.72,3559.88,3441.6,3545.0,3756995
2021-11-30,AAPL.US,165.3,165.52,159.92,159.985,174048056
2021-11-30,GOOGL,2837.95,2920.0,2832.03,2900.17,2103361
2021-11-30,FB,324.46,335.81,323.43,335.0,25390008
2021-11-30,PFE,53.73,54.46,51.91,52.31,64598388
2021-11-30,BNTX,351.74,359.27,327.13,335.5967,4732549
2021-11-30,MRNA,352.43,357.6399,337.29,351.58,25159323
2021-11-30,AMZN,3507.07,3585.77,3492.01,3563.5,4001107
2021-11-29,AAPL.US,160.24,161.19,158.7901,159.37,88748217
2021-11-29,GOOGL,2910.61,2925.95,2877.87,2880.0,1629752
2021-11-29,FB,338.03,340.67,335.305,336.89,16650949
2021-11-29,PFE,52.4,55.7,52.11,55.15,72660758
2021-11-29,BNTX,362.52,374.58,346.91,369.5,6067560
2021-11-29,MRNA,368.51,376.65,350.27,370.33,33950627
2021-11-29,AMZN,3561.57,3596.0,3531.5001,3547.6443,3265557
2021-11-26,AAPL.US,156.81,160.45,156.36,159.565,76959752
2021-11-26,GOOGL,2843.66,2891.15,2836.85,2886.97,1523462
2021-11-26,FB,333.12,337.75,331.902,335.795,14750737
2021-11-26,PFE,54.0,54.94,53.25,54.035,66561304
2021-11-26,BNTX,348.0,372.49,335.0353,337.43,11028954
2021-11-26,MRNA,329.63,350.15,313.0,319.34,35901209
2021-11-26,AMZN,3504.56,3633.5,3504.15,3602.095,2991297
2021-11-24,AAPL.US,161.94,162.14,159.64,160.75,69463623
2021-11-24,GOOGL,2922.4,2924.985,2887.46,2909.47,902007
2021-11-24,FB,341.06,341.78,332.81,336.0,13566181
2021-11-24,PFE,50.89,51.33,50.705,51.18,18556753
2021-11-24,BNTX,304.76,306.82,291.85,295.0,2393491
2021-11-24,MRNA,273.39,275.2799,266.3101,273.01,4760232
2021-11-24,AMZN,3580.41,3613.64,3536.85,3562.67,2328018
2021-11-23,AAPL.US,161.41,161.8,159.0601,161.12,96041899
2021-11-23,GOOGL,2915.64,2933.2,2882.3,2923.06,1361558
2021-11-23,FB,337.25,341.3999,333.5,338.93,17224986
2021-11-23,PFE,51.08,51.45,50.3,50.58,24952593
2021-11-23,BNTX,308.84,311.61,291.59,308.2,4346111
2021-11-23,MRNA,276.38,281.98,269.18,277.74,6903880
2021-11-23,AMZN,3580.04,3621.05,3527.71,3585.04,3692246
2021-11-22,AAPL.US,161.02,165.7,161.0,161.68,117467889
2021-11-22,GOOGL,2926.04,2996.59,2922.95,2986.65,1531460
2021-11-22,FB,341.01,353.83,340.51,349.05,27116811
2021-11-22,PFE,51.2,51.47,50.38,50.95,27287943
2021-11-22,BNTX,321.71,322.2,292.45,298.0,5625454
2021-11-22,MRNA,282.69,289.0,264.2,268.07,13852827
2021-11-22,AMZN,3572.57,3713.455,3567.5,3676.3768,4847850
2021-11-19,AAPL.US,160.55,161.02,156.5328,157.65,117305597
2021-11-19,GOOGL,2978.53,3019.33,2977.98,2999.5088,1684969
2021-11-19,FB,345.3,352.1,339.9,342.2,26488541
2021-11-19,PFE,50.8,52.835,50.68,51.96,47966183
2021-11-19,BNTX,289.75,290.01,275.181,277.68,4142918
2021-11-19,MRNA,263.78,274.84,258.09,265.415,15623995
2021-11-19,AMZN,3676.57,3762.145,3675.72,3712.69,4946203
2021-11-18,AAPL.US,157.87,158.67,153.05,153.71,137827673
2021-11-18,GOOGL,2996.77,3011.61,2957.69,2964.83,1781411
2021-11-18,FB,338.69,342.46,335.3,339.72,17487235
2021-11-18,PFE,51.41,51.71,50.61,51.1,32872570
2021-11-18,BNTX,274.06,281.05,265.56,277.2757,2637416
2021-11-18,MRNA,251.41,253.19,243.79,246.12,7395597
2021-11-18,AMZN,3696.06,3704.2,3561.0,3566.35,5703538
2021-11-17,AAPL.US,153.49,155.0,150.99,150.995,88807000
2021-11-17,GOOGL,2960.94,2971.19,2944.8,2960.55,979975
2021-11-17,FB,340.77,347.3,340.1,344.24,13602812
2021-11-17,PFE,50.87,51.09,49.685,49.94,36889765
2021-11-17,BNTX,272.0,272.1485,259.6,263.64,2897272
2021-11-17,MRNA,242.23,249.14,234.57,234.79,8015802
2021-11-17,AMZN,3549.0,3587.245,3545.35,3564.72,2560270
2021-11-16,AAPL.US,151.0,151.488,149.34,149.94,59256210
2021-11-16,GOOGL,2957.52,2975.25,2946.25,2962.99,945200
2021-11-16,FB,342.96,346.65,340.87,343.83,18181106
2021-11-16,PFE,49.6,50.16,48.89,49.47,31297220
2021-11-16,BNTX,258.05,262.38,244.06,247.0404,3291658
2021-11-16,MRNA,234.28,239.99,230.2861,234.01,5331996
2021-11-16,AMZN,3540.7,3576.5,3525.1466,3539.0,2217071
2021-11-15,AAPL.US,150.0,151.88,149.43,150.37,59222803
2021-11-15,GOOGL,2969.04,2990.99,2951.5,2978.01,1175352
2021-11-15,FB,347.56,353.65,343.2,344.34,25076603
2021-11-15,PFE,49.65,50.1,49.37,49.73,27763215
2021-11-15,BNTX,250.48,250.88,239.47,241.72,2629244
2021-11-15,MRNA,235.07,236.6,225.63,230.825,5665206
2021-11-15,AMZN,3545.68,3593.88,3525.81,3537.0,2929719
2021-11-12,AAPL.US,149.99,150.4,147.48,148.43,63804008
2021-11-12,GOOGL,2973.56,2977.0,2908.2201,2932.31,1118000
2021-11-12,FB,340.89,341.86,329.78,330.18,25414311
2021-11-12,PFE,49.73,50.49,49.57,50.42,27780566
2021-11-12,BNTX,238.14,238.33,231.73,233.5,1734745
2021-11-12,MRNA,231.19,232.5599,224.4185,225.86,6831837
2021-11-12,AMZN,3525.15,3540.7262,3447.05,3485.0,2689434
2021-11-11,AAPL.US,147.87,149.43,147.681,148.96,40999950
2021-11-11,GOOGL,2915.33,2950.71,2912.01,2929.79,825874
2021-11-11,FB,327.74,332.459,327.0,329.82,12376563
2021-11-11,PFE,50.18,50.5,48.733,49.23,42370388
2021-11-11,BNTX,235.89,239.79,228.4735,237.44,2266156
2021-11-11,MRNA,225.82,232.27,221.6,227.67,8359368
2021-11-11,AMZN,3472.5,3543.24,3467.47,3513.0,2264406
2021-11-10,AAPL.US,147.92,150.13,147.85,150.02,65187092
2021-11-10,GOOGL,2917.87,2961.4,2890.75,2950.0,1498490
2021-11-10,FB,327.64,333.19,325.51,332.49,21872605
2021-11-10,PFE,49.02,49.21,47.4,47.4,42696195
2021-11-10,BNTX,235.4,244.74,229.65,233.16,4009604
2021-11-10,MRNA,228.96,239.105,225.57,230.1,9118465
2021-11-10,AMZN,3482.05,3605.45,3463.09,3563.87,4027422
2021-11-09,AAPL.US,150.81,151.428,150.0601,150.2,56787930
2021-11-09,GOOGL,2978.37,2996.69,2944.895,2984.66,976487
2021-11-09,FB,335.37,341.3075,334.47,340.0,17556721
2021-11-09,PFE,47.3,48.38,47.15,48.33,29920438
2021-11-09,BNTX,226.37,253.0,223.57,251.66,5541735
2021-11-09,MRNA,236.85,250.57,232.21,246.07,10960266
2021-11-09,AMZN,3576.23,3593.77,3501.425,3515.25,4294922
2021-11-08,AAPL.US,150.44,151.57,150.16,151.41,55020868
2021-11-08,GOOGL,2980.62,3012.295,2968.61,2996.5,1152625
2021-11-08,FB,338.62,344.789,338.34,344.42,18342458
2021-11-08,PFE,48.33,48.785,47.6,48.61,57423266
2021-11-08,BNTX,242.6,243.08,228.62,232.18,4834286
2021-11-08,MRNA,244.68,245.92,233.06,233.06,14606791
2021-11-08,AMZN,3488.98,3579.0,3487.86,3523.24,3073992
2021-11-05,AAPL.US,151.28,152.2,150.06,151.89,65463883
2021-11-05,GOOGL,2977.04,3006.55,2963.94,2983.39,1917737
2021-11-05,FB,341.13,346.79,339.64,340.31,26872817
2021-11-05,PFE,48.61,48.8099,46.55,48.09,173959104
2021-11-05,BNTX,216.64,246.0,207.51,240.47,11684284
2021-11-05,MRNA,236.99,246.1,210.96,241.57,59630296
2021-11-05,AMZN,3518.99,3566.25,3476.98,3477.0,4996951
2021-11-04,AAPL.US,150.74,152.21,150.42,151.36,60482760
2021-11-04,GOOGL,2965.35,2994.67,2926.16,2942.49,1920563
2021-11-04,FB,335.85,337.273,332.65,334.0065,22495281
2021-11-04,PFE,43.85,44.47,43.305,44.29,38172536
2021-11-04,BNTX,273.94,286.0,263.63,283.78,5055911
2021-11-04,MRNA,284.02,297.73,278.0,295.81,30967714
2021-11-04,AMZN,3477.0,3498.625,3365.0001,3370.0,5353020
2021-11-03,AAPL.US,151.27,151.75,149.6,150.17,54591092
2021-11-03,GOOGL,2931.96,2933.38,2891.82,2918.01,1374662
2021-11-03,FB,331.62,332.15,323.2,327.49,20786502
2021-11-03,PFE,44.43,45.59,44.093,45.124,44984569
2021-11-03,BNTX,295.41,296.95,282.78,293.53,2416766
2021-11-03,MRNA,345.92,350.1,336.2,350.0,6447838
2021-11-03,AMZN,3384.0,3394.92,3297.52,3309.0,3397189
2021-11-02,AAPL.US,149.8,151.35,148.43,148.44,69222868
2021-11-02,GOOGL,2908.65,2932.18,2886.71,2891.59,1674112
2021-11-02,FB,328.08,334.7895,323.8,331.38,28352966
2021-11-02,PFE,45.055,45.639,42.675,44.683,69855832
2021-11-02,BNTX,289.48,290.79,276.37,282.08,2469792
2021-11-02,MRNA,348.64,349.45,337.04,338.74,5259391
2021-11-02,AMZN,3312.75,3331.115,3283.55,3315.01,2627590
2021-11-01,AAPL.US,148.74,149.48,147.58,148.77,74697117
2021-11-01,GOOGL,2869.94,2960.92,2864.51,2960.92,2346162
2021-11-01,FB,329.98,333.45,326.0,326.04,31518885
2021-11-01,PFE,43.26,43.905,43.062,43.756,32968389
2021-11-01,BNTX,274.32,282.9,269.235,282.0,1798695
2021-11-01,MRNA,337.17,338.07,320.55,334.99,8662836
2021-11-01,AMZN,3318.11,3375.86,3292.02,3361.8,3608879
2021-10-29,AAPL.US,149.58,149.72,146.2,147.0,125135533
2021-10-29,GOOGL,2960.92,2964.84,2892.99,2901.56,2166015
2021-10-29,FB,323.57,325.9999,319.6,320.19,37059384
2021-10-29,PFE,43.359,43.449,42.482,42.715,30573520
2021-10-29,BNTX,278.73,284.85,273.0,283.75,1462567
2021-10-29,MRNA,345.21,347.7,337.2501,344.47,4459009
2021-10-29,AMZN,3372.43,3374.82,3273.32,3300.02,6486077
2021-10-28,AAPL.US,152.35,152.94,149.5,149.6,100223948
2021-10-28,GOOGL,2916.98,2943.16,2892.535,2942.69,1810319
2021-10-28,FB,316.92,325.52,308.11,312.99,50806840
2021-10-28,PFE,42.804,43.29,42.566,42.576,18181614
